link;endereco;rua;bairro;regiao;bairro_cidade;regiao_cidade;cidade;estado;area;quartos;suites;banheiros;vagas;elevador;metro_trem;condominio;iptu;valor;tipo;loc;point;tipo_Apartamento;tipo_Casa;cidade_BeloHorizonte;cidade_RioDeJaneiro;cidade_SaoPaulo
http://larimoveis.com.br/imovel/apartamento-3-quartos-a-venda-no-castelo-belo-horizonte-mg-73939/;Rua Castelo da Beira, Castelo, Belo Horizonte, Minas Gerais, 31330-370;Rua Castelo da Beira;CASTELO;REGIAO PAMPULHA;BAIRRO CASTELO, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;92;3;1;2;2;0;0;300;1200.0;659900.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/cobertura-3-quartos-a-venda-no-castelo-belo-horizonte-mg-73474/;Rua Castelo de Alenquer, Castelo, Belo Horizonte, Minas Gerais, 31330-050;Rua Castelo de Alenquer;CASTELO;REGIAO PAMPULHA;BAIRRO CASTELO, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;145;3;1;2;2;0;0;380;2220.0;600000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-3-quartos-a-venda-no-ouro-preto-belo-horizonte-mg-74403/;Rua Desembargador Paulo Mota, Ouro Preto, Belo Horizonte, Minas Gerais, 31310-340;Rua Desembargador Paulo Mota;OURO PRETO;REGIAO PAMPULHA;BAIRRO OURO PRETO, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;95;3;1;3;2;0;0;400;2520.0;420000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-3-quartos-a-venda-no-ouro-preto-belo-horizonte-mg-74288/;Rua Apucarana, Ouro Preto, Belo Horizonte, Minas Gerais, 31310-520;Rua Apucarana;OURO PRETO;REGIAO PAMPULHA;BAIRRO OURO PRETO, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;245;3;1;3;2;0;0;400;1620.0;1100000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-3-quartos-a-venda-no-ouro-preto-belo-horizonte-mg-73504/;Rua João Afonso Moreira, Ouro Preto, Belo Horizonte, Minas Gerais, 31310-130;Rua João Afonso Moreira;OURO PRETO;REGIAO PAMPULHA;BAIRRO OURO PRETO, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;87;3;1;3;2;0;0;320;1116.0;450000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-3-quartos-a-venda-no-ouro-preto-belo-horizonte-mg-73478/;Rua José Ribeiro Filho, Ouro Preto, Belo Horizonte, Minas Gerais, 31330-500;Rua José Ribeiro Filho;OURO PRETO;REGIAO PAMPULHA;BAIRRO OURO PRETO, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;82;3;1;2;2;0;0;580;3600.0;430000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-3-quartos-a-venda-no-ouro-preto-belo-horizonte-mg-73215/;Rua José Ribeiro Filho, Ouro Preto, Belo Horizonte, Minas Gerais, 31330-500;Rua José Ribeiro Filho;OURO PRETO;REGIAO PAMPULHA;BAIRRO OURO PRETO, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;80;3;1;2;2;0;0;580;1188.0;399000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/cobertura-3-quartos-a-venda-no-santa-branca-belo-horizonte-mg-74558/;Rua Campista, Santa Branca, Belo Horizonte, Minas Gerais, 31565-250;Rua Campista;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;97;3;1;3;2;0;0;110;1092.0;580000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73391/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;2;0;0;350;1800.0;295000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73377/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1800.0;276000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73392/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;2;0;0;350;1800.0;295000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/cobertura-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73394/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;76;2;1;2;2;0;0;350;1800.0;499000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73378/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1800.0;277000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73363/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;2;0;0;350;1188.0;340000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73379/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;277000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73363/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;2;0;0;350;1188.0;340000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73380/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;280000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73381/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;280000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73365/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;263000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73382/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;281000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73366/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;267000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73383/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;281000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73367/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;2;0;0;350;1188.0;420000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73384/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;284000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73369/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;268000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73385/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;284000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73370/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;269000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73386/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;284000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73371/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;269000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73387/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;285000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73373/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;272000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73388/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;288000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73374/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;1;0;0;350;1188.0;273000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
http://larimoveis.com.br/imovel/apartamento-2-quartos-a-venda-no-santa-branca-belo-horizonte-mg-73389/;Rua Montese, Santa Branca, Belo Horizonte, Minas Gerais, 31565-150;Rua Montese;SANTA BRANCA;REGIAO PAMPULHA;BAIRRO SANTA BRANCA, BELO HORIZONTE, MINAS GERAIS, BRASIL;REGIAO PAMPULHA, BELO HORIZONTE, MINAS GERAIS, BRASIL;Belo Horizonte;MINAS GERAIS;53;2;1;2;2;0;0;350;1188.0;303000.0;Apartamento;Stola do Brasil, Universitário, Pampulha, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil;(-19.86503685, -43.94033516755027, 0.0);1;0;1;0;0
